meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,label,song name
0.105493079,0.082376205,0.091791614,0.028640407,0.179847522,0.151207116,3.258646166,19.92000339,0.95959068,0.735260017,0.004447268,0.105493079,0.076737057,0.015984016,0.231884058,0.119654605,0.0078125,0.71875,0.7109375,0.250161603,male,dari4
0.148742418,0.086259927,0.173049853,0.070615836,0.219853372,0.149237537,3.037177358,27.72348312,0.969099012,0.782449104,0.050087977,0.148742418,0.110761256,0.019851117,0.275862069,1.711516204,0.0078125,5.2421875,5.234375,0.356537313,male,english13
0.117323088,0.07819531,0.108296593,0.047134269,0.19246493,0.145330661,2.573537917,14.18527364,0.945117563,0.651739467,0,0.117323088,0.114502957,0.015920398,0.266666667,0.07890625,0.0078125,0.25,0.2421875,0.261859583,male,english127
0.146023156,0.073736976,0.145003249,0.122988954,0.175022742,0.052033788,2.475900433,10.25574521,0.926536622,0.555472048,0.127901235,0.146023156,0.11844396,0.019277108,0.175824176,0.23625,0.0078125,1.6328125,1.625,0.161172161,female,danish8
0.156553724,0.086975215,0.17470339,0.067330508,0.230466102,0.163135593,1.309302317,5.047261161,0.956733586,0.696906805,0.169364407,0.156553724,0.178265441,0.041666667,0.275862069,0.367647059,0.0078125,0.9140625,0.90625,0.314655172,female,arabic22
0.183205764,0.061148265,0.199939804,0.162648608,0.221218962,0.058570354,2.075979075,7.609287203,0.93092774,0.57244857,0.200571859,0.183205764,0.184876255,0.019975031,0.262295082,0.3215625,0.0078125,3.5390625,3.53125,0.095036553,female,arabic99
0.155057253,0.072210044,0.160893655,0.085326184,0.218945487,0.133619303,19.36406498,453.2396482,0.918570162,0.579548404,0.060053619,0.155057253,0.076254855,0.016563147,0.23880597,0.071824597,0.0703125,0.1171875,0.046875,0.066666667,male,dutch40
0.22058183,0.067051319,0.24165538,0.22648608,0.254085779,0.027599699,3.173682983,13.84329655,0.85337435,0.308696256,0.241444695,0.22058183,0.213947046,0.015810277,0.275862069,0.752377717,0.2265625,4.5390625,4.3125,0.1352657,female,czech4
0.119213317,0.078285722,0.103415409,0.053820492,0.189483717,0.135663225,1.98550958,8.394248005,0.96288703,0.749296121,0.09807784,0.119213317,0.104030301,0.018244014,0.271186441,0.466974432,0.0078125,4.390625,4.3828125,0.126648841,male,dari3
0.181751694,0.034710325,0.177226754,0.164437194,0.195954323,0.031517129,3.33144767,17.08238111,0.82999189,0.245323046,0.164437194,0.181751694,0.175220155,0.060836502,0.275862069,0.557291667,0.1640625,5.828125,5.6640625,0.144334975,female,english50
0.163613717,0.053700625,0.168602151,0.156344086,0.18516129,0.028817204,3.615702412,18.60642007,0.889855437,0.470416918,0.164946237,0.163613717,0.164476848,0.042895442,0.231884058,0.740579044,0.03125,7,6.96875,0.162929746,female,english32
0.169505759,0.066930404,0.140970537,0.124471404,0.242634315,0.118162912,2.384671522,10.23994843,0.919990545,0.484100658,0.133934142,0.169505759,0.110565779,0.017410229,0.266666667,0.216145833,0.0078125,0.8359375,0.828125,0.143081761,male,bengali14
0.151096729,0.086332357,0.183914209,0.061054513,0.221197498,0.160142985,1.659774515,6.155128014,0.958603681,0.710823643,0.207184987,0.151096729,0.187886795,0.041994751,0.242424242,0.298233696,0.015625,0.8515625,0.8359375,0.244325768,female,azerbaijani2
0.15531325,0.090998604,0.190047664,0.052049571,0.231687321,0.17963775,1.449626425,5.057423137,0.950459861,0.662099342,0.230352717,0.15531325,0.201392431,0.017316017,0.275862069,0.373798077,0.0078125,0.984375,0.9765625,0.2528,female,cantonese18
0.174297912,0.072622833,0.178299845,0.103647604,0.246027821,0.142380216,15.55340374,331.37748,0.925299527,0.523065785,0.059938176,0.174297912,0.089304959,0.015825915,0.246153846,0.164884868,0.0703125,0.828125,0.7578125,0.111582777,male,dutch28
0.134991571,0.063945217,0.107268107,0.087166455,0.188208386,0.101041931,2.634624639,11.23616147,0.932629565,0.572082175,0.083964422,0.134991571,0.084462071,0.016064257,0.258064516,0.233705357,0.0078125,3.3203125,3.3125,0.097214033,male,english42
0.137549749,0.084731224,0.15828408,0.053117255,0.215405148,0.162287893,1.369254558,5.277752875,0.963713763,0.743834279,0.218608198,0.137549749,0.201460313,0.069264069,0.275862069,0.534667969,0.0078125,3.1640625,3.15625,0.203630363,female,bulgarian2
0.183371888,0.034567903,0.179480519,0.164415584,0.202597403,0.038181818,2.235463465,8.101767002,0.861210975,0.251207091,0.163896104,0.183371888,0.149157471,0.024502297,0.207792208,0.473090278,0.15625,6.890625,6.734375,0.097169374,female,english132
0.122911112,0.07486789,0.111445967,0.067762557,0.201156773,0.133394216,3.938108185,27.45937034,0.932399363,0.611826542,0,0.122911112,0.121770478,0.016666667,0.275862069,0.129734848,0.0078125,1.1953125,1.1875,0.087860781,male,english129
0.174272105,0.069411045,0.190874107,0.115601979,0.228279274,0.112677295,4.48503835,61.76490831,0.950972025,0.635199178,0.050027488,0.174272105,0.102045991,0.018327606,0.246153846,1.621299342,0.0078125,7,6.9921875,0.209310987,male,amharic3
0.119976656,0.081470648,0.109892473,0.060215054,0.192688172,0.132473118,22.40086595,560.1227893,0.854878206,0.505371009,0,0.119976656,0.081201173,0.015794669,0.262295082,0.0078125,0.0078125,0.0078125,0,0,male,bengali7
0.186647078,0.042361314,0.184414958,0.171580217,0.207044632,0.035464415,2.73291839,11.16205962,0.844338992,0.231123565,0.17495778,0.186647078,0.179598108,0.024169184,0.25,0.949609375,0.171875,6.8671875,6.6953125,0.219984032,female,english184
0.115618688,0.077059979,0.102809266,0.050231641,0.188920651,0.138689009,2.053250584,8.190790788,0.960951615,0.723810082,0.0979793,0.115618688,0.097562195,0.016309888,0.271186441,0.294866071,0.0078125,4.3359375,4.328125,0.109205776,male,danish7
0.164855128,0.087689728,0.20057211,0.073087008,0.235613826,0.162526818,1.178503741,3.783359814,0.951301123,0.668714942,0.199570918,0.164855128,0.203222504,0.0625,0.258064516,0.441964286,0.0234375,1.078125,1.0546875,0.266096866,female,cantonese16
0.163313106,0.064859684,0.149953632,0.111653787,0.22698609,0.115332303,1.801983649,6.461428413,0.937648647,0.577806756,0.116846986,0.163313106,0.10184148,0.015655577,0.266666667,0.272518382,0.0078125,0.6640625,0.65625,0.423809524,male,bosnian1
0.168345946,0.074120817,0.145618472,0.11575591,0.239824079,0.124068169,2.704334729,18.4847026,0.93452338,0.559742318,0.060032985,0.168345946,0.083484022,0.015717092,0.231884058,0.1465625,0.0078125,3.125,3.1171875,0.059536597,male,amharic9
0.122706013,0.085215856,0.145738799,0.032030505,0.199122974,0.167092469,1.483381558,4.788477557,0.941022196,0.620470851,0.193517636,0.122706013,0.187219205,0.032786885,0.23880597,0.610608553,0.015625,3.7734375,3.7578125,0.19045969,female,arabic31
0.168612886,0.053763393,0.179114504,0.167572519,0.195358779,0.02778626,3.524902756,17.31994483,0.85607933,0.375274881,0.179114504,0.168612886,0.169659735,0.01816118,0.205128205,0.258300781,0.15625,0.796875,0.640625,0.133333333,female,english192
0.19600602,0.053930062,0.203383897,0.154049008,0.239323221,0.085274212,4.038263467,50.59146239,0.927145397,0.29627712,0.090011669,0.19600602,0.081017495,0.015810277,0.195121951,0.147273936,0.09375,0.375,0.28125,0.176328502,male,armenian7
0.146511403,0.088300361,0.169704797,0.05295203,0.222656827,0.169704797,1.114939498,3.992317794,0.964291721,0.747200581,0.167380074,0.146511403,0.19587158,0.055555556,0.275862069,0.411931818,0.0078125,2.9765625,2.96875,0.109273183,female,arabic11
0.163194494,0.067450939,0.188192033,0.102962206,0.212502554,0.109540347,2.278882383,9.287995508,0.927514706,0.554522454,0.211930541,0.163194494,0.103155717,0.032193159,0.25,0.409855769,0.0078125,0.5859375,0.578125,0.264127764,male,english96
0.145027257,0.080244027,0.158185208,0.080397763,0.209695463,0.1292977,1.462297427,5.371888054,0.970477511,0.7874034,0.021230578,0.145027257,0.093466964,0.016016016,0.275862069,1.248342803,0.0078125,6.3203125,6.3125,0.291999361,male,english68
0.16838094,0.074602707,0.182748092,0.100992366,0.22389313,0.122900763,5.404833117,51.3998787,0.924389646,0.615590797,0.050229008,0.16838094,0.148348438,0.016684046,0.275862069,0.212611607,0.0546875,0.59375,0.5390625,0.249721293,female,cantonese12
0.105782027,0.081246862,0.102789243,0.022764228,0.188242652,0.165478424,27.95290068,903.789086,0.893299752,0.553552621,0,0.105782027,0.087918173,0.016129032,0.266666667,0.0078125,0.0078125,0.0078125,0,0,male,basque2
0.145026456,0.084038387,0.144606181,0.095752742,0.220538385,0.124785643,28.45025021,992.9338204,0.937320966,0.676822581,0,0.145026456,0.110126869,0.015763547,0.275862069,0.014772727,0.0078125,0.390625,0.3828125,0.037037037,male,dutch2
0.142715585,0.074163591,0.127850099,0.088915187,0.206272189,0.117357002,1.55226944,7.230187946,0.966684872,0.753187642,0.060197239,0.142715585,0.098872557,0.018735363,0.207792208,0.853298611,0.0078125,4.6640625,4.65625,0.212988551,male,arabic41
0.195885106,0.034688348,0.197418301,0.176830065,0.216862745,0.04003268,2.396113819,8.974929974,0.871154376,0.172296242,0.178660131,0.195885106,0.135319716,0.016427105,0.246153846,0.71875,0.109375,3.8046875,3.6953125,0.112242937,female,dutch25
0.189460151,0.065261036,0.206854532,0.182757045,0.232444783,0.049687738,3.016253869,18.28105195,0.892815467,0.406427388,0.050114242,0.189460151,0.160367635,0.016701461,0.242424242,0.218098958,0.0546875,0.75,0.6953125,0.264526485,female,cebuano1
0.179178834,0.038606676,0.18002006,0.163450351,0.195466399,0.032016048,2.493824948,9.013872535,0.856224144,0.298321803,0.179739218,0.179178834,0.164707438,0.016528926,0.262295082,0.5659375,0.1640625,6.5234375,6.359375,0.11036036,female,english106
0.186071497,0.037486171,0.182625169,0.175426252,0.200433018,0.025006766,3.645519331,17.95791542,0.823998619,0.261475175,0.178836265,0.186071497,0.166717738,0.016376663,0.23880597,0.549753289,0.171875,6.1328125,5.9609375,0.072884811,female,english119
0.174035475,0.03505841,0.168803828,0.160318979,0.184657097,0.024338118,4.072935688,21.79466568,0.826865693,0.246242315,0.160318979,0.174035475,0.153981474,0.029411765,0.210526316,0.504136029,0.1484375,5.765625,5.6171875,0.087115944,female,english134
0.180675556,0.036617278,0.1792,0.1648,0.192266667,0.027466667,2.960100303,11.78055285,0.840314199,0.269390493,0.1648,0.180675556,0.164483902,0.033057851,0.275862069,0.676793981,0.1640625,6.7890625,6.625,0.150535196,female,english94
0.198295356,0.054554303,0.214516129,0.155806452,0.236891496,0.081085044,3.844959386,33.68011344,0.903755352,0.271601074,0.090117302,0.198295356,0.112022748,0.017679558,0.275862069,0.277018229,0.0078125,2.0703125,2.0625,0.092992424,male,bambara3
0.194920925,0.056284804,0.208430493,0.148161435,0.242331839,0.094170404,6.983667487,116.9593093,0.924099466,0.314006474,0.090089686,0.194920925,0.06347518,0.015670911,0.219178082,0.147959184,0.09375,0.3671875,0.2734375,0.098809524,male,befang1
0.123551974,0.089584187,0.102497617,0.036034318,0.20686368,0.170829361,1.58945446,8.547648173,0.95374208,0.665332411,0.195919924,0.123551974,0.191199474,0.016427105,0.258064516,0.319010417,0.0078125,0.796875,0.7890625,0.321490973,female,cantonese19
0.107009364,0.081312548,0.10278751,0.025163747,0.188941356,0.163777609,24.7051185,714.6968949,0.891347812,0.57677811,0,0.107009364,0.075906856,0.016,0.222222222,0.0078125,0.0078125,0.0078125,0,0,male,belarusan1
0.193808189,0.054969105,0.202232811,0.152484683,0.241116406,0.088631722,4.057908575,44.44703926,0.914799705,0.299862702,0.089965963,0.193808189,0.083127893,0.016260163,0.25,0.230182927,0.0078125,1.984375,1.9765625,0.116996047,male,befang2
0.059780985,0.064241268,0.032026913,0.015071489,0.09019344,0.075121951,12.86346184,274.4029055,0.893369417,0.491917766,0,0.059780985,0.084279106,0.015701668,0.275862069,0.0078125,0.0078125,0.0078125,0,0,male,afrikaans2
0.235349031,0.061951374,0.255030633,0.240735194,0.266085773,0.025350579,2.815614093,10.44506429,0.832678173,0.247794352,0.260748809,0.235349031,0.209522984,0.017204301,0.275862069,0.580180921,0.015625,5.5,5.484375,0.133190883,female,danish2
0.160199487,0.070317494,0.165680473,0.093609467,0.227534517,0.133925049,16.49595499,331.3718384,0.915970054,0.541931852,0.060197239,0.160199487,0.074280664,0.015968064,0.271186441,0.076450893,0.0703125,0.2421875,0.171875,0.074074074,male,chaldean1
0.125087547,0.080116695,0.114191121,0.057306245,0.201414597,0.144108352,2.377389656,10.55072017,0.948495928,0.670633008,0.111873589,0.125087547,0.114742726,0.024390244,0.271186441,0.560032895,0.0078125,4.296875,4.2890625,0.226674762,male,arabic55
0.190215053,0.062357458,0.212757306,0.180025413,0.224853875,0.044828463,5.588296389,58.202772,0.861742705,0.338165287,0.050165184,0.190215053,0.150005005,0.016048144,0.271186441,0.162574405,0.0546875,0.734375,0.6796875,0.228735632,female,arabic69
0.14452357,0.076059305,0.162253995,0.085248108,0.191690496,0.106442389,1.869411778,6.776297552,0.945549069,0.649529458,0.163666947,0.14452357,0.085836574,0.02165088,0.117647059,0.673233696,0.0078125,1.78125,1.7734375,0.20124149,male,english62
0.124061766,0.080143375,0.114922118,0.05364486,0.208255452,0.154610592,3.532720936,26.67836872,0.944929221,0.656899326,0,0.124061766,0.116307881,0.016528926,0.262295082,0.096643519,0.0078125,0.3984375,0.390625,0.252,male,english108
0.178389481,0.031529895,0.175955056,0.166516854,0.186741573,0.020224719,3.570498701,16.12554787,0.816218464,0.216515401,0.169213483,0.178389481,0.163616573,0.025,0.228571429,0.976325758,0.15625,6.2265625,6.0703125,0.217261905,female,english209
0.240457975,0.056240256,0.25741705,0.242123532,0.267993874,0.025870342,3.230610799,14.45575793,0.823124853,0.204483636,0.270566616,0.240457975,0.196346584,0.020050125,0.275862069,0.55703125,0.0078125,5.1953125,5.1875,0.078313253,female,czech1
0.14921754,0.079613256,0.13962766,0.121010638,0.214281915,0.093271277,2.967620511,13.76789838,0.921284337,0.556931823,0.13087766,0.14921754,0.135428604,0.015810277,0.262295082,0.374155405,0.0078125,6.9765625,6.96875,0.090345555,female,dari1
0.164104281,0.089942128,0.187222884,0.070083433,0.23794994,0.167866508,1.351214316,4.706403068,0.951376988,0.667890259,0.23261025,0.164104281,0.192923655,0.038647343,0.266666667,0.479779412,0.0078125,3.0234375,3.015625,0.183937824,female,bosnian7
0.178690501,0.043085587,0.181194354,0.164169381,0.201259501,0.037090119,2.112956353,6.987666201,0.869628687,0.338454591,0.181194354,0.178690501,0.166864734,0.030131827,0.266666667,0.59205163,0.0234375,5.4921875,5.46875,0.086326531,female,english114
0.137095643,0.066633153,0.102873481,0.085060758,0.197140815,0.112080057,4.07821686,25.66321559,0.912215761,0.507886201,0.084260186,0.137095643,0.081164739,0.016666667,0.262295082,0.1953125,0.0078125,2.171875,2.1640625,0.046060002,male,arabic80
0.188897692,0.03853023,0.18584344,0.173803749,0.207453142,0.033649394,3.207139916,14.784439,0.849834978,0.292049492,0.173495039,0.188897692,0.174887226,0.017467249,0.253968254,1.002717391,0.1640625,6.3046875,6.140625,0.254626417,female,english10
0.090370268,0.079408794,0.057991632,0.024211994,0.149958159,0.125746165,2.515470918,10.24625081,0.94511657,0.664387028,0.015034868,0.090370268,0.191227259,0.044444444,0.258064516,0.832201087,0.0078125,3.3828125,3.375,0.26010101,female,bengali15
0.130656208,0.079523002,0.117447884,0.070574858,0.213493367,0.142918509,3.579991668,31.67642727,0.954050584,0.692132537,0,0.130656208,0.115236925,0.017738359,0.266666667,0.086588542,0.0078125,0.265625,0.2578125,0.245179063,male,english118
0.161740724,0.071970795,0.166712244,0.091187073,0.229533872,0.138346799,22.49760827,623.5630956,0.915975804,0.532475667,0.06003729,0.161740724,0.077556611,0.016243655,0.253968254,0.085049716,0.0703125,0.6640625,0.59375,0.050795594,male,dutch43
0.178653418,0.033572903,0.176154465,0.165792438,0.186967015,0.021174578,3.414957728,15.17937891,0.823984458,0.216122064,0.179082864,0.178653418,0.167376576,0.043478261,0.231884058,0.833007813,0.1640625,6.453125,6.2890625,0.195351633,female,english195
0.202326264,0.055599496,0.2124057,0.197854149,0.235171836,0.037317687,3.520344993,24.48664298,0.862630227,0.309116121,0.049991618,0.202326264,0.178112035,0.016632017,0.253968254,0.178030303,0.0546875,0.6484375,0.59375,0.235197368,female,cantonese22
0.174400819,0.031323419,0.172542038,0.162017804,0.183066271,0.021048467,2.900472503,11.15434826,0.816741493,0.202108535,0.162017804,0.174400819,0.159754766,0.016145308,0.219178082,0.969375,0.1640625,6.5390625,6.375,0.097612958,female,english2
0.146886154,0.068160816,0.12146675,0.097103791,0.213349907,0.116246116,2.603394147,13.26585098,0.940658898,0.611977349,0.121292728,0.146886154,0.081563761,0.015936255,0.242424242,0.346768466,0.0078125,4.1796875,4.171875,0.095070116,male,arabic27
0.149453726,0.089150522,0.186358636,0.054829483,0.226710671,0.171881188,1.193055643,4.079726588,0.959855196,0.724072988,0.208844884,0.149453726,0.19173022,0.019277108,0.271186441,0.446875,0.0078125,2.6640625,2.65625,0.087782805,female,bosnian5
0.184484372,0.045272463,0.17862069,0.155499093,0.211270417,0.055771325,1.698171321,5.955016867,0.912666454,0.33772236,0.15676951,0.184484372,0.156677726,0.01891253,0.258064516,0.797916667,0.0078125,5.953125,5.9453125,0.210144547,female,amharic19
0.163784611,0.067436724,0.163309499,0.141287028,0.211930541,0.070643514,2.984359725,14.4474944,0.949166814,0.698217532,0.15587334,0.163784611,0.140512254,0.016194332,0.235294118,0.1890625,0.0078125,0.3671875,0.359375,0.333850932,female,arabic98
0.200814728,0.053800182,0.220239362,0.155452128,0.242579787,0.08712766,1.743361403,7.191200241,0.916001726,0.301161354,0.222473404,0.200814728,0.116122398,0.018669778,0.266666667,0.956473214,0.1953125,4.2890625,4.09375,0.177798982,male,chammrro1
0.149826808,0.079581022,0.153316905,0.091079349,0.220798423,0.129719073,1.607156452,9.131402965,0.974766856,0.793454194,0.017525875,0.149826808,0.119850534,0.017167382,0.266666667,2.027777778,0.0078125,5.5625,5.5546875,0.349246534,male,english77
0.178219896,0.064001821,0.19995028,0.12007458,0.227097576,0.107022996,1.612146063,5.533729941,0.934315539,0.535275982,0.214568055,0.178219896,0.113219253,0.017148982,0.253968254,0.816271552,0.09375,4.0390625,3.9453125,0.29428789,male,english103
0.177370741,0.038632494,0.172307692,0.161538462,0.195583127,0.034044665,3.276967634,15.49620068,0.848722237,0.290096471,0.162580645,0.177370741,0.160316843,0.015640274,0.216216216,0.947265625,0.1640625,6.796875,6.6328125,0.151943463,female,english215
0.183476759,0.049553286,0.19196856,0.170760986,0.210175063,0.039414076,2.562041047,10.80766834,0.904982402,0.35199607,0.189767774,0.183476759,0.169721537,0.016753927,0.275862069,0.583333333,0.0078125,4.734375,4.7265625,0.111429147,female,dutch37
0.089693383,0.069069728,0.063466667,0.039733333,0.128266667,0.088533333,1.644753548,5.022465163,0.945867714,0.65597602,0.048266667,0.089693383,0.177713114,0.020075282,0.271186441,2.253551136,0.0078125,5.3828125,5.375,0.294227575,female,arabic87
0.116288598,0.089218425,0.106108007,0.023463687,0.205176909,0.181713222,22.55522389,592.1893806,0.903219876,0.597356668,0,0.116288598,0.10467605,0.016048144,0.275862069,0.041756466,0.0078125,0.53125,0.5234375,0.134328358,male,dutch15
0.187836719,0.062373611,0.206361746,0.176673597,0.227318087,0.050644491,2.453492578,9.085739239,0.915607558,0.512877674,0.231101871,0.187836719,0.171339759,0.016145308,0.275862069,0.206620066,0.0078125,0.46875,0.4609375,0.121549637,female,armenian4
0.115401638,0.078226435,0.107002288,0.042929062,0.18389016,0.140961098,1.208084645,4.570411533,0.969196836,0.786133687,0.016018307,0.115401638,0.165833016,0.017582418,0.23880597,0.929129464,0.0078125,5.5078125,5.5,0.144667832,female,bai1
0.093453268,0.077776758,0.066440678,0.026101695,0.15779661,0.131694915,2.314418438,8.883277033,0.952193118,0.714591416,0.012161017,0.093453268,0.168043947,0.059925094,0.242424242,0.623697917,0.0078125,3.296875,3.2890625,0.262400447,female,cantonese21
0.174805537,0.061148638,0.19820711,0.117063369,0.223307573,0.106244204,2.522160576,11.76218788,0.920325779,0.480293649,0.223307573,0.174805537,0.105127842,0.015779093,0.231884058,0.493489583,0.0078125,2.765625,2.7578125,0.204581845,male,english105
0.181182549,0.030157037,0.177701975,0.168150808,0.192531418,0.02438061,3.071247114,13.11235702,0.82088099,0.182415685,0.16940754,0.181182549,0.174194033,0.08,0.219178082,0.215247845,0.15625,0.9140625,0.7578125,0.094256259,female,english186
0.196856029,0.062990825,0.214237668,0.193520179,0.229304933,0.035784753,3.540719284,19.56105139,0.894762618,0.432146581,0.217690583,0.196856029,0.163253558,0.016326531,0.275862069,0.419397866,0.0078125,5.2890625,5.28125,0.087394893,female,arabic90
0.09942441,0.071471619,0.084162896,0.042171946,0.135022624,0.092850679,1.948179931,12.95779001,0.954684294,0.670204595,0,0.09942441,0.105464546,0.018018018,0.266666667,0.066189236,0.0078125,0.515625,0.5078125,0.118881119,male,english107
0.176946779,0.035930092,0.180893471,0.165017182,0.193402062,0.02838488,3.031578736,12.71256613,0.821228801,0.257249198,0.166941581,0.176946779,0.158577544,0.01836969,0.197530864,0.375600962,0.1484375,2.359375,2.2109375,0.193168433,female,english133
0.10914848,0.09154176,0.071577123,0.024263432,0.195320624,0.171057192,1.899222349,6.472859434,0.948617526,0.678843265,0.020623917,0.10914848,0.190846141,0.030188679,0.275862069,0.359375,0.0078125,0.71875,0.7109375,0.354395604,female,bengali5
0.174064614,0.073121844,0.140183486,0.127706422,0.252844037,0.125137615,3.263039755,16.42405465,0.875611111,0.414838884,0.133211009,0.174064614,0.124533186,0.016343207,0.231884058,0.244944853,0.0078125,0.6328125,0.625,0.4225,male,arabic17
0.184892871,0.03294791,0.187225549,0.17493014,0.197285429,0.022355289,3.025038543,12.67707395,0.816435295,0.247041762,0.190578842,0.184892871,0.172206304,0.061776062,0.213333333,0.189453125,0.1640625,0.21875,0.0546875,0.168831169,female,english201
0.191088513,0.07574646,0.206227545,0.179161677,0.246946108,0.067784431,7.806983189,124.648059,0.903614348,0.447922198,0.05005988,0.191088513,0.147164761,0.015748031,0.275862069,0.173583984,0.0546875,0.6171875,0.5625,0.281362007,female,arabic73
0.169352533,0.068167747,0.14283671,0.115804529,0.239284863,0.123480334,2.038744662,7.546507431,0.921624076,0.482639983,0.120476758,0.169352533,0.111090258,0.023255814,0.181818182,0.91796875,0.0078125,5.59375,5.5859375,0.239254079,male,bulgarian11
0.18659402,0.038707135,0.187569892,0.168301075,0.204731183,0.036430108,2.277118472,7.801440087,0.864231711,0.277500014,0.181548387,0.18659402,0.170741238,0.036781609,0.205128205,0.451822917,0.1640625,5.9921875,5.828125,0.096981,female,dutch39
0.175681868,0.055524094,0.173151025,0.148266004,0.215090118,0.066824114,1.759852944,6.471363967,0.934060669,0.512562248,0,0.175681868,0.149386704,0.019900498,0.253968254,0.807112069,0.0078125,6.5625,6.5546875,0.19049038,male,arabic92
0.082525588,0.080917867,0.06124491,0.008307155,0.129656777,0.121349622,15.8910016,402.9326102,0.906001229,0.561683715,0,0.082525588,0.087384208,0.015810277,0.271186441,0.007978723,0.0078125,0.015625,0.0078125,0.043478261,male,bengali1
0.181922591,0.030723142,0.182894394,0.170482399,0.193846154,0.023363755,2.797413955,10.32447203,0.80162462,0.197543736,0.191655802,0.181922591,0.162626553,0.020698577,0.197530864,0.509868421,0.1640625,5.7265625,5.5625,0.072290152,female,english205
0.188029756,0.034415149,0.190411523,0.171111111,0.204814815,0.033703704,2.082684624,6.716460872,0.850385097,0.234660479,0.203662551,0.188029756,0.170231137,0.016080402,0.228571429,0.685546875,0.1640625,5.796875,5.6328125,0.133715799,female,english100
0.184889342,0.032249148,0.182728551,0.167763713,0.202025316,0.034261603,2.407879424,8.507609676,0.833187846,0.20967134,0.168157525,0.184889342,0.179046111,0.153846154,0.225352113,0.557725694,0.15625,6.3515625,6.1953125,0.128402937,female,english177
0.148950836,0.084411855,0.177817908,0.061730625,0.216583898,0.154853273,2.486140569,14.31518933,0.964991,0.754473525,0.211106095,0.148950836,0.199268778,0.017241379,0.258064516,0.243359375,0.0078125,0.6640625,0.65625,0.375313283,female,bengali3
0.187024799,0.051499898,0.197861272,0.179248555,0.209595376,0.030346821,2.667018372,10.02739238,0.851371565,0.295386096,0.206763006,0.187024799,0.179153999,0.07804878,0.25,1.530790441,0.0234375,6.78125,6.7578125,0.306213873,female,english165
0.167705128,0.070774462,0.17944212,0.09762901,0.231771269,0.134142259,17.94848782,416.1836382,0.921257269,0.519320126,0.059944212,0.167705128,0.081219208,0.015888779,0.271186441,0.073828125,0.0703125,0.2109375,0.140625,0.051282051,male,cantonese20
